# default,student,balance,income
0,1,1290.8542931154,19532.7315313487
0,1,711.0304958144,12685.8248596782
0,0,734.3172027781,33240.0390316634
0,0,329.2188973899,48133.8244215813
0,0,1231.5062105499,35068.7907373395
0,0,847.0541480478,28539.1079012539
0,0,811.4289114593,55119.8969566434
0,1,1656.8575982207,15359.4365128175
0,1,1547.1532475582,14344.2895934615
0,1,590.718725969,13041.1984597878
0,1,893.9664662468,15092.7760309073
0,0,0,34066.4381145502
0,0,800.1546799945,51730.704612224
0,1,685.5225351032,12361.8633973804
0,0,1262.7574446216,68579.1046648238
0,0,770.1150263821,49856.6901226882
0,0,1181.0003589897,35123.7400666379
0,1,527.6538979722,17819.9653389802
0,0,441.4899197546,39209.9001280774
0,0,921.9744134119,38340.5688927588
0,1,875.3623525309,14637.1769330155
0,0,1033.12115531,66304.7738246534
0,0,1046.7435428689,40822.4474126399
0,1,1319.7064485025,23373.9311983134
0,1,698.5122051274,26768.9131247588
0,0,570.9814913949,47021.0067172901
0,0,842.5417747449,33897.9265106513
0,0,0,47256.0621146315
0,0,850.3848880876,44547.4855112922
0,1,963.1879063697,12799.5093789997
0,0,1136.3311317779,42149.8689946234
0,1,1945.4904828758,14941.3179564765
0,1,1442.5436010131,13049.3193822184
0,0,135.6290155172,39925.7001694146
0,0,423.876946748,36783.0514316689
0,0,299.7795953278,28917.5378107748
0,1,701.5393705596,17607.4578217575
0,0,283.207206967,39263.3920225272
0,1,1357.849734169,11402.5406341367
0,1,1327.8641627129,11020.9064258435
0,1,946.4499822956,15179.2120481767
0,0,663.505282229,53102.245512031
0,0,115.840084017,47519.8497166199
0,0,800.4862112453,37715.8363282901
0,0,640.0638937532,52413.8589700978
0,0,877.2830135589,27405.1354982312
0,1,1382.0876915304,15552.2520534633
0,0,751.3945388828,50910.2456238742
0,0,0,39893.2719259536
0,0,1120.7032386567,29613.8875832103
0,1,1312.0514309898,28483.1355092216
0,0,389.0553277966,22581.6236528052
0,0,861.6904461916,58029.640234209
0,0,1079.3960054775,38864.1448016021
1,0,1893.2897921348,31821.7255806098
0,0,337.4959038857,55853.265132957
0,0,1142.3517057945,45580.5748105396
0,1,847.0564853012,13741.3270672054
0,1,1575.2381161442,24469.4913979243
0,1,403.3470534659,19690.3455102708
0,1,566.5231194004,25398.3983784735
1,1,2009.6857436175,25694.4961577195
0,0,954.598167759,50139.092990091
0,0,1057.9404153634,45514.6725264215
0,0,381.3874762368,28265.0860891034
0,0,793.186855646,35555.7802801686
0,0,1078.9103846075,54419.7865521959
0,1,1311.0984831085,21189.2384030857
0,0,38.2955762452,37186.5515932779
0,0,756.216699632,36513.921210849
0,0,56.8693777173,56245.065400061
0,0,1189.7480394451,30315.8851349596
0,0,1337.390877408,51507.5009172858
0,1,1255.4992145424,16703.0173676496
0,0,1211.8679263639,42777.5823449863
0,0,318.8772708183,50069.02432659
0,0,336.0705451845,38595.9115460888
0,0,934.4904925857,31043.4083271013
0,0,812.488297874,42721.3006969775
0,0,1184.683903858,37937.9526452613
0,1,1737.6075933159,7153.5396661369
0,0,94.1207207052,36303.9415847774
0,0,994.6744382004,33002.3390513655
0,0,0,21809.2185090883
0,0,1006.468829794,44563.7708044782
0,0,331.9228185289,47779.9265626849
0,0,967.1352553975,23278.6659099311
0,0,132.1584290369,26878.4721288802
0,0,813.7409929009,30975.2140864352
0,1,0,15986.2419692976
0,0,529.2649589985,38814.6066989842
0,0,743.055931705,40944.5638044847
0,0,27.7011326957,45540.9438952868
0,0,1299.9246693592,44214.5409068333
0,0,906.5417626333,27074.7747433343
0,0,1451.1794756742,53556.5521032807
0,0,1027.5665313167,48558.0872833985
0,0,1047.2274214374,40974.728128351
0,0,1452.6032928546,28989.0439548126
0,1,1190.5441119879,20291.1719762324
1,0,1858.9045150328,35525.2139266658
0,1,1152.5202243688,12699.405867675
0,0,831.595186595,37372.8282736507
0,0,922.696676206,34622.6193419817
0,1,469.456415114,13944.8933994208
0,0,474.8292191377,41288.8291033446
0,1,1485.2721175426,10300.8554419372
0,1,943.3475559177,19977.8917657018
0,0,1789.4645117869,27427.0045664285
0,0,659.543197653,21835.1717983776
0,1,1319.5340049907,24032.5441186774
0,1,514.3682658493,18934.6834675869
0,0,1244.4651978012,40036.0080793479
0,0,946.8100507349,41237.7692527975
0,1,535.686020139,11019.606930876
0,0,682.8184587644,33026.0037380434
0,0,1190.4859598224,38553.5747928755
0,0,171.0011892156,42749.130710704
0,1,1238.0166157953,26854.3662753424
0,0,1037.1576993466,36034.5783662925
0,1,464.8353104156,19121.2286476847
0,0,124.6990319592,65211.0742137628
0,0,667.2030608267,44682.83155662
0,0,1111.0609978414,50301.4756839878
0,0,1142.3965399275,33740.4429785247
0,0,778.8301655907,44257.3310325373
0,0,1412.0247547105,47727.5646264883
0,0,986.0818160208,52009.3996458339
0,0,1251.7840194082,32721.1440442512
0,0,149.024488439,33398.4623670415
0,0,465.0855345987,43480.5684862969
0,0,1031.1267957264,41022.095640174
1,0,1478.1240694126,31515.3444926478
0,0,789.0007056723,35798.472637862
0,1,790.2959403,14086.4483687159
0,1,1123.5950474397,16082.9057091627
0,0,1370.1094957363,40101.3791314575
0,0,396.5135871968,41969.7467736577
0,0,682.0783655316,30736.8876521614
0,0,338.7359810245,44923.0455293594
0,1,1056.3294759082,16000.8417743231
0,0,927.211780952,44368.8830946909
0,0,634.6961045279,32594.6922349326
0,0,833.5331129734,40526.3056193295
0,1,1345.2306269047,18518.7156890476
0,0,550.8989669239,45347.781616879
0,0,495.7089541786,24845.4329744805
0,0,661.4261522166,22610.3102990663
0,0,136.1995896106,20935.6191133423
0,0,480.1925853385,26084.4071365904
0,0,230.8689248449,32798.7825914845
0,0,93.5701986962,42930.7791819229
0,1,508.8248516761,22663.7098340226
0,1,970.5159466123,16584.8282890372
0,0,1324.2966707735,46875.3942656965
0,0,932.9638468107,32105.4419240328
0,0,0,31418.3691364503
0,1,984.7631618482,17039.9733179552
0,0,725.1205003721,47549.2007503581
0,0,246.8238096712,40953.3427649492
0,0,1051.3210914409,23859.4318006112
0,1,926.892612598,19445.9371721
0,1,1024.0248847769,18545.8996437402
0,0,699.8420242222,41985.2576732019
0,1,1036.3235141045,14108.4545196219
0,0,321.1088067481,36275.1428853986
0,0,0,41152.1739500131
0,1,1299.1873236692,19878.7473498519
0,0,763.3753093142,40978.1411815488
0,1,808.7427718583,9775.5813959104
0,0,808.5075036482,34543.0188012876
0,1,677.5528257729,20745.0153256246
0,1,904.0089267156,13996.501895776
0,1,102.1667716294,26266.3628194819
0,0,1218.3465145761,43930.9898912831
0,1,774.4138371304,12289.8643730739
0,0,1309.5643741088,47432.432781126
0,0,921.9989907591,31553.7340487163
0,0,629.6962084555,60230.2190055931
0,0,77.502938631,31050.1558214859
1,0,1772.8554837481,42080.1068361856
0,0,960.2376920528,53418.510829153
0,0,664.6529878984,56677.6214123668
0,0,109.9187339725,33419.0068888307
1,1,1790.3605365433,14306.823602407
0,0,1425.8016285504,34015.8498706349
0,1,1167.6201240977,23502.2128231377
0,0,891.1921462236,35862.1673027478
0,1,1124.2593117371,23168.9234464214
0,0,1796.1143755494,31862.5752894627
0,0,237.9761856481,38229.5178649747
0,0,1353.2649239331,43888.8830574219
0,1,1176.5500603762,18662.5988285908
0,1,1229.4414977373,12158.0446578658
0,0,270.5481250205,34258.8312272797
0,1,722.055420122,14661.5245624088
1,0,1170.1989741489,46692.1047752222
0,0,840.1365051583,38738.1771531566
0,1,873.641237177,21810.6119901713
0,0,434.2433403542,57146.4261041008
0,0,605.274447356,58469.4754932954
0,0,428.8421618948,36980.1392701934
0,0,1662.7621916381,36691.562186102
0,0,682.7124117482,33175.1830451957
0,0,598.5137769525,42584.1208108417
0,0,1088.2547651534,32617.5934807198
0,0,911.0522329106,38629.5183603014
0,0,538.1600227567,44654.0931815619
0,0,721.7438218171,21162.7427156506
0,1,438.5173671007,17400.3908541523
0,1,516.865449013,20179.3460581977
0,0,811.1712028554,42185.4435714864
0,0,775.9818345592,68179.761202979
0,0,285.4000013551,39398.5653544955
1,0,1554.8163187233,26430.4894049186
0,0,1057.0152122796,54652.7103326948
0,1,673.8124270684,17672.2879836527
0,0,689.6873623832,24085.4348274782
0,1,1400.3445886174,14768.6962199807
0,0,601.4172905397,41490.6158444197
0,1,754.8595587408,18996.8367038408
0,0,639.6652614889,49977.2949555232
0,0,765.772445061,35122.0273798104
0,0,220.3689576507,24019.3105599941
0,0,47.302667542,38293.3111425555
0,1,780.7223987169,23819.7887922
0,0,168.813495469,57262.7545045714
0,0,1557.6409514342,46030.2620885468
1,0,1891.1096143065,34448.693854621
0,1,688.7475483627,26662.376604636
0,0,452.0078770665,39990.7656923565
0,0,574.491192849,31632.6242446603
0,0,572.16613866,43807.2190457683
0,0,946.7707460334,26618.5227609799
0,0,523.908694764,43928.6379332755
0,0,1146.3583852767,44840.0249597264
0,0,1646.6139188223,39347.4567996525
0,0,1216.2023094393,43656.1288917427
0,0,1184.8996250596,53896.9022479321
0,0,1416.0655548628,40371.2845887418
0,0,431.9427413593,46658.013814119
0,1,521.0330663907,16887.1603924733
0,1,806.9961112105,15964.9969756192
0,0,775.4439275394,33781.7810651214
0,0,942.2799083197,24683.3808068886
0,1,1261.2571382186,26085.0761176399
0,0,509.3708922308,39546.4726439018
0,0,1389.3864522944,39707.9895454689
1,1,1836.1617645455,18944.8078756839
0,0,196.482990432,41972.9849545641
0,0,1348.888866061,40548.7527125412
0,0,661.602025256,43157.1192790073
0,0,718.9867228379,21044.6738318112
0,0,451.1293241266,39849.7132394904
0,1,114.4182415978,12540.907277886
0,1,889.0123127135,10382.9368009385
0,0,1046.1353243658,47218.8167896895
0,1,1263.8748306207,18520.063670075
0,0,1109.0346342771,29759.6363034254
0,0,698.4053811663,33265.4358443004
0,0,1328.9671255283,51721.3716111438
0,1,1199.8092441663,19538.0274856053
0,0,1261.7784526506,26767.9232836531
0,0,605.3656942503,39002.2296432859
0,0,550.6398861583,35648.3906286712
0,0,894.2750955264,36513.5391982464
0,0,1163.5345738003,46173.768243076
0,1,1061.7550862802,17502.8196418475
0,1,1204.5496303077,19058.9845429835
0,0,1666.4156238281,18916.3748629881
0,0,412.902060867,49060.9237393665
0,0,595.0659733982,29842.8860499033
0,1,836.0057683202,7404.7158430371
0,0,178.1545156987,28785.9620969575
0,1,627.645320777,17868.4448460212
0,0,1004.2550953163,36895.865549294
0,0,1195.399568293,34333.9299147998
0,0,515.635635549,51072.8470169857
0,0,1242.1103778613,37980.7583661376
0,1,153.2610397374,14027.7907404296
0,0,1086.7402859291,42451.9930812468
0,0,280.9590497182,29998.8573033458
0,0,955.881414292,48657.7903659122
0,0,1093.2822576017,18844.2503915266
0,0,734.087945443,22342.5503467431
0,0,793.8293877319,45089.5520625048
0,1,410.4961872224,25838.1973641363
0,1,677.6531966121,18930.077199437
0,0,814.5538744919,39148.5583732843
0,0,800.1773456394,43547.3981682596
0,1,300.7955043292,19673.6740583538
1,1,1748.6808492348,13715.4243783026
0,0,0,54901.8222134325
1,0,1807.6844907032,42308.9544537047
0,0,833.0705629436,36330.2620852814
0,0,794.4643270175,32431.8205514509
0,0,631.5980113352,46841.1109643927
0,0,108.2494526124,45264.5647937895
0,0,1040.3964343096,41395.2882512831
0,1,1207.0524826376,24747.8899692653
0,0,67.2304390711,45751.4479321279
0,0,438.3989038295,40576.7421222242
0,0,708.5797949836,21728.8201971829
0,0,775.4022116408,41857.5780281973
0,0,0,49459.275484274
0,0,610.5067354675,52124.2335736703
0,0,845.3432644681,34216.7543637819
0,0,181.9197785314,37725.2473553696
0,0,272.9878407053,63566.3659949776
0,0,805.0963327097,40236.8996303352
0,0,226.8557047502,33014.8933279067
0,0,0,39576.4346515849
0,0,691.9288287919,23957.7148776853
0,0,1674.1978299406,54658.0741462208
0,1,715.717417436,27285.3332362387
0,0,339.4334296547,44889.8749067007
0,1,767.3371316798,21979.6465311961
0,0,1088.4880963253,38171.3720733572
0,0,28.5673908447,35414.5782763459
0,1,792.5775615997,21347.2734497751
0,1,1093.1150204363,22593.0816087833
0,0,408.4892466239,35984.561683511
0,0,1214.8309683701,38224.9620526713
0,1,850.1598865934,26764.2924616864
0,1,1078.662962939,25945.1789642873
0,0,403.6464529137,55458.8912456237
0,0,1378.1698873314,48152.9878524834
0,0,306.9952025808,43504.3052364636
0,0,1569.3808352179,42414.6253557756
0,1,1377.269683413,17077.2421060231
0,1,656.3790569766,26578.8835572058
0,1,1654.6327345085,23687.357206599
0,0,702.084751461,47811.758073426
0,0,1110.060615566,40236.5014860719
0,1,718.2117539937,18788.7481217329
0,0,737.1504318353,50544.7841921839
0,0,672.3800476212,40236.8732028806
0,0,1298.0027625429,42219.9112378061
0,0,489.3993740701,37338.5829188421
0,1,636.1042690124,20763.8278588407
0,1,1406.7998267238,16686.6280102287
0,0,997.809843046,50287.8737409593
0,0,0,49792.7572585251
0,1,691.2247422861,16872.15171466
0,0,485.8689097208,14213.7055827875
0,0,730.179675306,42685.1846676899
0,0,152.1195125634,41847.2318400977
0,1,1105.9255710488,13126.214243143
0,0,0,47592.7281367208
0,0,815.7376680447,48788.1033402742
0,0,568.6298940099,28122.5940878453
0,0,589.9444193746,24854.6045830214
0,0,1139.5671663263,36363.6248039883
0,1,344.5228968143,21341.6538375363
1,0,2005.5751284706,36636.0085937313
0,0,1391.0338086118,51881.8186725178
0,0,1338.8845967922,32500.5848740456
0,0,78.7825536317,37605.452512539
0,0,764.645179619,49100.9483808579
0,0,602.6168776809,56017.1275374002
0,0,834.6900594776,42468.9136646455
0,0,1391.5165906913,30152.8038725424
1,0,1823.7514257788,53526.3564109476
0,0,1010.0707592746,39456.908335945
0,1,1069.800340456,14736.1469974806
0,0,1116.0657710508,37074.0613666501
0,0,428.4022839479,36340.651070882
0,0,147.4885751729,44482.2687786577
0,1,689.5191950039,15600.0473661363
0,0,939.4207167996,55360.0331224343
0,1,591.1402653032,19937.0225685188
0,0,1139.2643642345,41869.3186673096
0,0,500.6492511964,31353.7500167738
0,0,1109.4086156588,64213.1924852685
0,1,733.9284489944,28105.6061988492
0,0,687.9567922167,40354.2160422405
0,0,118.5984509315,35974.7640052522
0,0,0,42009.0418247155
0,0,634.8650438295,49681.2245331545
0,0,615.4712542547,38161.6557035216
0,0,457.9577436338,36211.1949861006
0,1,854.1493646626,12843.4365131166
0,0,770.9545178233,42673.9931495883
0,1,0,24283.3359823875
0,0,58.4438977975,44838.6949893381
1,1,1893.6643342683,21526.3506270682
0,0,768.0436339271,35951.1246696067
0,0,336.2424172614,46279.5258632712
0,0,852.9713398807,42773.7714603003
0,1,1300.707924137,13675.520182646
0,0,743.5160764733,33764.571812105
0,0,293.4523574667,38528.4473640524
0,1,1472.9484614067,23877.5926590672
0,0,756.1601308577,52778.0536252184
0,0,465.4956001722,42358.161541564
0,1,1041.4387426911,24847.8812033725
0,0,709.7382874022,46363.3436703512
0,0,427.1176899781,34193.1609253433
0,0,612.225776175,60323.3572672294
0,0,1322.1528542972,47892.8899845687
0,0,673.7476812259,25013.0631402561
1,0,1135.0473494721,48982.225852038
0,1,509.6129401183,21928.9109904009
0,0,113.6690240328,38513.3322894258
0,1,560.4317643965,24511.2102139238
0,0,1163.7360101622,32467.7480420105
0,0,133.5089141803,49516.3408273916
0,0,897.4202656578,36296.7481384119
0,1,793.5627843761,13446.0562906254
0,0,942.7868536426,27736.6451197432
0,0,953.8070083624,40908.4061180661
0,0,814.243678947,29631.1100659498
0,0,1387.7044687364,26863.1723272568
0,1,601.3457190444,15897.1379986349
0,0,656.5227012535,34229.3741032096
0,1,1790.544092459,21938.2092322296
1,1,1925.9827948119,17763.3503033729
0,0,0,16834.8027078641
0,0,310.1186424593,31445.7710846884
0,1,956.7203919421,14464.8073831659
0,0,205.1731978494,47284.2535051627
0,1,1572.8037780343,24557.352113832
0,1,1455.6841824223,14822.8330565637
0,1,1011.4588142947,28316.7576084851
0,0,413.5990057947,31466.220592534
0,1,0,19281.7146572359
0,0,377.1938453578,41901.8473663191
0,0,0,51480.3873512327
0,1,0,13407.758588235
0,1,527.0560852472,22986.2838213203
0,1,1470.330834263,15752.6817921671
0,0,776.5683573805,54662.5160004175
0,0,1096.2036683701,41016.2182273767
0,0,130.4529102596,46094.077150219
0,0,1331.6073092568,27665.6754702124
0,1,598.0818313185,12385.8240760546
0,0,177.0108650818,53545.0151134357
0,0,937.0330528362,27174.5267042589
0,0,0,46581.3617831305
0,1,970.2107314243,19245.1981577568
0,0,268.879491517,48006.1500438521
0,1,708.9778282847,15968.9165569585
0,0,596.0091827373,32983.5435039705
1,1,1944.677458621,13026.0467334358
0,1,1805.2930711196,10405.4266603484
0,0,405.3880438449,28493.3507218984
0,0,849.129011101,26970.736094989
0,0,988.4077152723,32458.7693705721
1,1,2261.8481616667,20030.1651194096
0,0,1221.5997638932,40865.3128875121
0,0,1057.3564000395,45099.0915945878
0,1,292.3000209073,17321.2271219559
0,1,940.0797320795,18581.5771825384
0,0,368.1969331993,32107.6787202062
0,0,703.3860083885,38419.4138282152
0,0,1018.2212595672,39893.3028681844
0,0,240.2256120561,25042.4017278854
0,1,446.6348474501,18309.7907377691
0,0,1277.7933806202,35620.1560022537
0,0,519.5840263508,30546.8643738174
0,0,933.521200055,40378.4231241276
0,1,1074.5778705567,18574.3537335753
0,1,1697.7539888311,19021.0677000564
0,0,1240.6647070224,46148.1974680897
0,0,573.584802643,54427.9211476451
0,0,486.0570139657,54794.3921961543
0,0,455.3484166829,41378.9971241894
0,0,1110.4399304596,39311.5345181127
0,0,1225.0655524878,49090.3693115935
0,0,286.2582428308,28838.3213087935
0,0,1444.6304769027,40364.5558777602
0,0,1031.0445878923,38199.0467920706
0,1,382.0032762683,19951.7217195845
0,0,1337.3132659055,41529.5520507843
0,0,463.9018129086,39626.7694268247
0,0,948.7779786641,24094.7864892109
0,0,626.5161418904,49207.001302772
0,0,350.0715602255,45354.74618708
1,1,1492.9634210154,11054.0684385758
0,0,847.6358954949,33199.3753811158
0,0,241.9407399495,47843.0797377543
0,0,616.5386778026,31925.1832420121
0,0,733.4148452831,36724.8933064774
0,0,1100.9728815408,50237.2578180061
0,0,665.6278337056,55093.3823987094
0,0,174.9354849806,55044.3700745005
0,0,124.2272969285,51265.5461992287
0,0,344.5450091048,38463.6852600914
0,0,954.9482703043,42963.6617335514
0,0,1629.3259356197,44911.6435301241
0,0,913.0449190029,31841.6349702873
0,0,1306.8430233515,49036.741695979
0,1,2308.8932357929,19110.2664124636
0,0,1042.4203896693,58234.766470505
0,0,1264.875626447,44359.0606151527
0,1,1348.6454558279,21789.3822247358
0,0,1256.8922884384,23100.0094995806
0,0,1046.6315534026,45717.6280506608
0,0,0,22535.506356251
0,0,432.6554264733,22986.9317533642
0,0,563.1501915151,43028.5972003061
0,0,721.0934339216,41411.143680846
0,0,741.5927597699,24393.3159518231
0,0,1071.3053474038,19529.0351866058
0,1,1589.6385984376,22541.8920327552
0,0,1194.597578672,38222.5061057634
0,0,269.5879187942,38650.3460881727
0,1,455.5990262687,20549.1348293718
0,1,795.5407915467,10257.6724866771
0,0,595.3688043299,31418.8156662782
0,1,539.8347930885,13119.6858549153
1,0,1322.7239790278,23229.9091337731
0,0,1267.2957912867,36784.8369937151
0,0,1091.9997376942,34704.512288981
0,1,951.7855505686,14354.6348784919
0,1,559.49830211,16994.5786720969
0,1,1222.1413268858,9080.1457001463
0,1,1026.1044950405,20991.3964273735
0,0,1140.5942087562,25116.6682879217
0,0,556.4448382508,39707.1087851566
0,1,306.6107703835,11511.8842202514
0,0,1271.2509858655,42533.2676642295
0,0,333.0727082989,61508.7565557497
0,0,1174.5195060022,23942.2057745183
0,0,473.9614391257,35133.0704073127
1,1,1724.9632322337,22170.6873405632
0,1,1056.7706509873,14194.6589987093
0,0,841.7346630047,38023.3307435185
0,0,590.8781726446,52977.6419781171
0,1,1070.6663605465,19312.8406016709
0,0,914.9723795357,52871.324365823
0,0,1130.5128989373,35071.6733795272
1,0,1706.9568408878,21738.7963336109
0,0,839.3255068646,43909.0039557966
0,1,330.9361078881,21272.3073820023
0,1,762.5850192808,24738.1184475607
0,0,986.818165877,32386.162358721
0,0,916.0730000881,42201.8205982355
0,0,1263.6767875162,25695.4813712979
0,0,0,42118.1966584012
0,0,441.0087863955,47707.1251761512
0,0,349.0544113705,46698.0274257906
0,0,423.9854717041,37979.7853256312
0,1,1295.0297126494,21717.4695488552
0,0,681.7244754894,31153.6375421398
0,0,1153.0213096997,20586.2781092411
0,0,1470.3425927014,26136.7436879453
0,1,1040.8733111495,12177.0389584814
0,0,1007.2686794319,28245.3200752387
0,0,667.1445832479,44863.0689857382
0,1,634.6799701871,17023.6828647141
0,0,298.7045166201,39599.6615793386
0,0,909.4842199967,48358.4409666082
1,1,1737.5378148733,20974.0345941776
0,0,203.2638171931,46518.1324112585
0,1,0,19750.3962215709
0,1,1889.6783189836,14756.9000181625
1,0,1558.4634712216,41648.326172772
0,0,1201.9275389984,45382.6135660511
0,0,1051.6044072388,47529.2173130498
0,0,641.5253832154,18350.7334185609
0,0,883.9070730448,41668.1062021513
0,1,953.8090470214,18241.7414386977
0,1,1168.8955450571,14970.870086781
0,0,431.330740107,58551.8932582891
0,1,1291.9152630114,17910.0646052095
0,1,335.3579478761,5118.7455514366
0,0,30.8244500988,35960.6060192327
0,1,1119.2375744191,15214.1156270435
1,1,1812.0799980274,17962.2701593326
0,0,385.6908387301,44650.7829612035
0,1,651.5500049363,17743.0656159922
0,0,1717.4950250978,38791.0576377771
0,1,1181.5132214491,11784.8022592774
0,0,745.2795147165,34704.6202469011
0,1,1453.3097466805,15183.7292181496
0,1,1333.0974714012,29363.9717414648
0,1,571.8863591397,15632.7692772291
0,0,494.6532293663,40377.6683594854
0,0,163.5826085028,58220.780465229
0,1,1371.4683715454,24248.5519615584
0,0,1129.2026587451,40688.6355917437
0,0,0,53663.166680695
0,0,84.8565488441,53760.4652568516
0,0,681.4512394545,48892.5246942349
0,1,1366.4775337555,11268.7743330454
0,0,82.0884565038,27357.5999305025
0,0,602.9962260804,33888.4091879832
0,0,176.3231998402,54798.6987534016
0,1,713.7991564683,20676.9051858148
0,0,137.7246166568,44747.3276836455
0,0,159.9734730884,30567.8013137362
1,1,1956.9239058979,15574.389976252
0,0,183.5763821919,51149.281572877
0,0,975.335484892,50751.0385898927
0,0,0,44216.9293776847
0,0,424.2857970166,35675.7411016182
0,0,1477.6692068163,42011.8079623361
0,1,1211.3636480997,14186.3886650946
0,0,903.5493047304,46971.5621697052
0,1,1076.2335871982,18096.7014811134
0,0,988.6678179712,28486.3397522489
0,0,1311.0888031797,32797.989915748
0,0,0,40056.692657077
0,0,289.3299082764,45559.1763926521
0,0,22.5371752322,59536.2756235063
0,1,287.6074132558,24440.2251953526
0,0,25.8283712127,22720.0945425665
0,1,725.7933680531,23202.9639603002
0,1,1137.0283179118,25117.7629744123
0,0,1335.115552174,30115.1549636595
0,0,1193.676973322,34360.9095002687
0,1,0,18162.7704916096
0,0,1047.7233901178,45181.748595089
0,0,0,48271.8704439342
0,0,327.3225080764,29816.3803207051
0,0,771.6829167351,38854.2424835777
0,1,873.6786523918,17655.7100333686
0,0,974.9077892836,36763.1459689516
0,0,309.823995176,28139.6258485682
0,0,286.8523268951,18402.1647545271
0,0,509.8522536538,49345.4256379167
0,1,840.3386900939,21097.3703069157
0,0,223.6869180615,23513.295384302
0,0,1407.2245708852,22806.8482142243
0,0,1178.9826254714,45545.1684231506
0,0,1298.4848152249,39143.2919242425
0,0,627.3533533329,37616.465943813
0,0,907.1697758956,27631.5677957721
0,0,872.1518415588,40524.3387449511
0,0,620.3203556495,52536.7766460998
0,0,380.3331080128,30890.0736042066
0,0,1073.1685328352,51668.9608305471
0,0,883.2337539788,32310.7450219943
0,1,1558.217831263,7364.8300781173
1,0,2023.7336027869,32094.6278057806
0,1,803.9611047632,13172.8705078849
0,0,1060.2047068751,27870.1553890067
0,0,869.8545395729,33589.1395470743
0,1,1306.4830309386,13984.7852630212
0,0,1597.8987412701,36524.7162417731
0,0,1351.9624651976,43630.0369164341
0,0,0,29475.3813765944
0,0,442.5909249424,38947.3543696336
0,1,963.2011986996,15938.0660973046
0,0,1063.7970872094,41157.3571458083
0,0,214.4115627359,42758.8128206941
0,0,1258.5763988019,33571.144518039
0,0,506.6271508944,49068.8708652295
0,0,38.4077852192,38702.1016770795
0,0,1237.5474004851,37387.1541539934
0,0,0,47437.5122368664
0,0,555.6652909243,46584.7305012296
0,0,747.9375239476,44030.4614912561
0,1,1000.6217678561,17223.637965174
0,0,773.6729475316,40427.7419253366
0,0,744.7661996647,35067.6437229118
0,0,953.1233641655,51257.1438956213
0,0,998.3757695009,37816.843904052
0,1,1098.9556853545,21025.9274564034
0,0,521.6873539063,48700.1530798727
0,0,82.7303897501,27627.2240812824
0,0,219.1150031522,31490.5334213201
0,0,276.3798286002,38721.8679676236
0,1,1180.3638173922,24063.3127448186
0,0,620.9185966512,39099.3076254565
0,0,414.8575624421,38030.8246165394
0,0,1389.8905562473,48689.7303942425
0,1,703.0119004144,21411.9300665588
0,0,493.5494228284,52241.9221585187
0,1,1351.4115430125,14003.4757244327
0,1,461.7827647685,17609.8305189709
0,0,143.1022618805,44846.9010094286
0,0,1280.0032337125,30274.3355978527
0,1,1764.6827296234,17995.7286127654
1,0,1648.4740168088,55548.2541750171
0,0,0,37409.00299116
0,0,610.5977515706,22635.066474244
0,0,355.1485857261,55634.3306483916
0,1,472.5111007801,19903.892050653
0,0,786.0139114275,52693.9437515261
0,0,772.7320740902,47161.2767003098
0,0,751.2972186211,25013.6140745111
0,0,1433.710780418,42798.5655127619
0,0,1037.0085986933,36622.7922300473
0,1,1827.1349499217,19616.0097315428
0,0,764.5059388561,37869.2142885917
0,0,589.542016743,28237.8206768537
0,0,754.1274898949,41341.8026042076
0,0,911.9264415048,41249.2817354287
0,0,311.9182789518,39694.4837314036
0,1,933.2872311767,20694.5877844271
1,0,1374.4747117271,35805.708860939
0,1,322.3119543378,10056.1105453176
0,1,703.8387655201,19318.0593335456
0,1,534.6929068243,18729.5662404161
0,0,0,26626.4858812158
0,0,770.5198985192,44509.5753879851
0,0,1015.7258813665,31820.9412716706
0,0,421.1464996214,61655.3480462195
0,0,1125.0914023174,33564.0755500554
0,0,857.3808219635,28755.1807565094
0,0,363.9414625163,46155.5392200076
0,0,1157.7797014572,32219.8317281535
0,0,993.3025510389,28501.8560064325
0,1,403.4594274339,15333.8762884491
1,1,2134.934487684,20330.8648725049
0,1,1234.9427160088,26919.1159560062
0,1,805.1042516827,22174.0288924726
0,0,0,41933.0957701916
0,1,157.514042502,24506.1868262113
0,0,257.897657223,39477.0318565651
0,0,1056.9150631566,53080.5863449038
0,0,0,48290.8540329372
0,1,1730.2910812987,19446.6757215789
0,0,694.5007106557,14150.9143775224
0,0,1546.7605258463,32928.6361255712
0,0,428.6653052868,45570.7909478986
0,1,1764.5323087933,18148.5240778253
0,1,1181.9796970175,17223.3672279335
0,0,943.1323897525,30178.7340616488
0,0,0,41234.8917498709
0,0,1087.1937668964,54961.2884808736
0,0,14.8209530535,32320.2655222242
0,0,0,47207.0507207127
0,0,836.0105904252,40178.9346993862
0,0,1494.5211351975,42280.4078513644
0,1,1318.5289569325,15821.1523474123
0,0,431.1279151319,37772.8047134803
0,0,1335.4735726542,45847.3821106777
0,0,1141.4421758593,27914.4022527693
0,0,795.1192916075,38710.3813279163
0,0,1005.4440884865,40615.342195768
0,0,481.2401635976,49010.7555057344
0,0,427.3401429653,27260.7354645627
0,1,1157.5939252283,17996.9033276586
0,0,890.2130228864,43643.5823952575
0,1,1321.3291589627,20302.2194675724
0,0,1167.9436218252,57256.0074063843
